Sentence,Label
".dramsinghvi, congress leader: it is well belong an happy budget #railbudget2015 #uhf",0
Scienceg koi nhi le rha h,1
ur evy post seriously sab kuch yaad dila dete hein,0
main delhi hoon. main hindustan ka dil hoon. ab dil par kabza ho gya hai.,2
#rahulonleave when is #rahulgandhi taking voluntary retirement from indian politics?? would be best for india and indians.,2
read 45 pages of #landacquisitionbill passed by upa &amp; 4 of the #landordinance by nda again. @narendramodi should go ahead with it.,2
ppar ana h ye pakka hai,2
ab yaad aa rha hai apna bachpan kahan beeta :d,2
mein sochta tha coin wale video game ki shop pe cd wala playstaion1 chura lunga ek din haha plan bi tyar tha haha :p,1
Projectg honoursg se relatedg hai,2
Koi bhi yeh chutiyo Salman Khan picture nahi dekhne musalmano be care ful picture ko flop karne ha,0
Salam bhai Jumma mubarak,0
Kha h aap pls kbhi aek msv kr dijiye plss I realy miss u,0
commanding performance by india today with the ball. #indvsuae #cwc15,0
sabki jaan salman khan.,0
udbilaao bechara laat-ghuse kha raha hai aur luncher paji ussi ke chips hazam kr raha hai . . :d,2
have bol k modiji ki jay . . . .,0
"#215 Back when they didn't note down visitor info at H-10 , I have lived an entire night and half a day in a girl's room ( slipped out after the morning watchie shift changed ) .",1
aaj to jitna hai .,0
katai ashleel launda ha guddu :p,1
Bank mein h,2
"@someUSER the 1971 act lumps it in with president's day and other "" monday "" holidays so that federal employees get a 3 day weekend",2
"modi bedi , good combination",0
Bakwaas hai bhai..Bas apne movies pey lagao. BB 500 Crore minimum guaranteed!!!,0
Nayi h yr,1
Salman bhai ma Pakistan sa hun main aapka bht bara fan hun or ma aapko milna chta hun mari ya khoish hai,2
kejariwal ko guddu se nautanki ki classes leni chahiye . . . . . :-(,1
Ary bhai love. Phr jb b awo gy aunga. Ap ko request byjta hun link mel gya.,2
#khader exists israeli high court will hear case of khader adnan on thursday . that may well be too late . where are the protests ?,2
mst,2
kaash contra ki padhai hoti to koi teacher bura nahi lagata or na hi koi kahta ye teacher theek se baat nahi karti . hmmmm . . . .,0
rt @dadarknighty: that awkward moment when it's safer being a cow than a woman. #beefban,1
Kam karwa dunga,0
"plz search google name of mukhtar abbas naqwi wife and his father in law name , sahnawaz husain wife also aankh khul jayegi . . .",0
OK bye bye lagta hai it's just fun .,2
apne to kuch kiya nai siwai photo khichne ke . . .,1
Kaha ho tum,2
lucky bhai ki frd list mei ho skti h wo,1
"bill murray: yeah , on monday i am off to meet infinity ward about the next game , modern warfare 4 , im doing work on the sequel to mw3",2
11 . lagatar badh rahe baazar mein crude oil ke daam ab lagatar ghat rahe hai,0
"tv par pehle parade dekho , fir tirangaa :d",2
use western style toilet . . mobile ke girne ka koi chance nhi :d,0
bs ldkiyo ki wjh se page chl rha h ye hdd h yr,0
ye tumse na ho payega . . .,1
Tumne bola ki jb aauga tb miluga tujse pr milenhi naa??? ?,2
salman sir apke being human trust ki small cities me bhi requirement hai ..pls. jitni jyada ho sake utne logo ke madad kejiye....and BAJRANGI BHAIJAAN Ki JAI HO.,0
@shivithukral puppet masters hv snipped off the strings since pappoo is not listening to his mummy #rahulonleave read @abdullah_omar tweets,2
@arunjaitley ji hamne bjp ko vote diya ke kuch achcha hoga lakin lagta hai bas badi badi baaten hogi @narendramodi #unionbudget2015,1
Condom ke add par agar tere ghar walo ne channel change na kiya hota to tu bach skta tha -P,2
bjp layo dilhi bachao .,0
tera bhi to math k period m potty k bhane baag jaya krta ta ahhh sir ptt m bhut drd hoo ra h ………sirrr,2
oscar lvl performance ;-),0
yess..!! amla b gya @chandankaushik !!! #indvssa #savsind #wontgiveitback tere liye live updates bhai :d,2
ab desh sadhvi se janna chahti delhi me kiski sarkar bani hai ramzade ki ya haramzade ki. #delhidecides #aapsweep #delhivotes #aapkidilli,1
india teem me kya ho raha hai,2
this next superbowl is on my (21st) birthday . random fact of the day .,2
@someUSER mr . monday night just made my thursday night' ! ! @someUSER #mohrstories,0
Okies dokies,2
@gurmeetramrahim #mustwatchmsg #blockbustermsg baapu g same 2 u. baapu g shivratri to hum msg dekh kr manayenge.,2
"garbage bin bhai yaad hai in south africans ek ek tournament mein dhokha diya tha apne ko , saale tournament se out the , humse haar jaate to apan final pahuchte , par nhi , . . . . aaaj ki jeet usi ka badlaa hai",1
@gurmeetramrahim #msgincinemas #msgincinemas muje rab jo khe tuje chhor du na na naaaaa...aise rab ki m bndagi na chhor du,2
salamin alaykum salman khan jumma bubarakho how are you,0
Double bed size,0
Agar aap na media mein ya kha hoga ki musalmano ki bigar bajrangi bhaijaaan hit karunga then u are a foll,1
"Seedha seedha bol tik ke rehna ae to rehla zyada macha mat , uske baad rahe to sahi na rahe to b sahi ( y )",1
duniya ki koi takaat hata nai sakti . . india se pakistan world cup mein jeet nai sakti . . hahahah,0
"DELHI METRO CONFESSION pe Bhejna tha na idiot , Yh DU CONFESSION h sayad u dnt knw p",2
too good yr . . .,0
contra mein double player khelte waqt jab kisi ki chaal khatm ho jati thi toh c ka button dabakr saath wale ki chaal utarne ka maza hi kuchh aur hua karta tha . . . .,0
also need to be at least accredated in act or rebt before the end of 4th yr .,2
Kuch Ni baitha hu,2
"man , i am going to change my vote based on axl rose's opinion said no one ever . politico: c'mon man http/URL",2
abe mast hoga aisa school . . . . mere aane par toh ladkiya hi top marengi guddu . . . . . . bach ke . . . . aur aajkal itne active kyu ho rahe ho ? :p garbage bin,0
And lemme know.,0
why nothing to address the chronic spitting that goes on in trains and stations? #railbudget2015,2
jhoot . . . i boycaat this news . . . ye deshbhakt baba ko badnaam karne ki saazish hai,1
congress ne bachpan bacho aandolan shuru kiya #aap #bjp #delhi #congress #delhidecides #aapsweep,2
Modi jorj aage bado ham tumhare sath hai jai Bharat....,0
"It does nt matr whch colg u hav been admitted to , it matters how wel u score ... everywhere ppl keep on saying status status .. bored of d fucking word status |",2
Pata nehi ap msg dekh rahe ho ya nehi,2
Chaye bechate bechate desh mat bej Dena,1
arae oye hard rock kae diwane ... tujhe metal chaiye na toh aapne dad sae bol .... yha faltu ka confession karke sabko mental mat kar ....,2
Abe ismail pakistan me chal v jaegii to 1 cror se jada okat kya h tum logo ki be,1
"Polio wala pair , peace k liye kaise use hoga ??",2
don't worry edmonton tomorrow morning your main streets will be clear and ready for you to drive on ! ! ! ! i better go to bed,0
rt pinkinarang1992: rt sheenaminsan: agar humanity ko bachana hai..to msg dekhne jrur jana hai #mustwatchmsg #blockbustermsg,0
rt @sunchikapandey: .@sachin_rt just spotted you taking a selfie :-) tweet please ! #indvssa,0
@someUSER grow it out . i wanna see a part in the middle and bali beads either side before the 31st of fan .,2
bhai . . craft ke exam ke din to papa ka scooter aur mummy ki craft . . bas ban gya craft a,0
Salman Bhaijaan ye sab un logoo ki chal hai jo ye chahtai hai ki app ki image ko nukshan ho,0
Namaskar didi,2
burger &amp; blonde friday today @someUSER crows nest $2 . 00 pure blonde with any burger purchase !,2
hmm hrt touching moVieeee,0
"thank you snow for cancelling classes today . now you may stop snowing , so that i can drive to chapel hill tomorrow . i'd really appreciate it",0
bhai ki bat hi alag hai. . .sb se hat k. . .bhai salman. . .,0
"being in amsterdam this early on a friday morning is not my ideal , i just want to get home !",1
Girls k paas hamesha itne option hote ki wah decision nahi le pati . hamesha behtar ki khoj me pareshan rahti hain .... aise me jab wo thak jati hain to zindagi unhe ek aise aadmi k sath zindagi bhar k liye dump krti h ... jise wah na nigal pati h na ugal pati h ... to girls dhyan rakhe boys k pas optn bhale kam ho par max boys girlfriend k sath loyal hote hain ....,2
"@someUSER what lies have they told ? catholics may have been 'ethnically cleansed' in some areas but protestants got it worse , no . . .",1
"jo hua is sad , lekin pakistan me hua to mai khush hua .",1
for my 18th birthday i want a lap dance from that fat chick in rella .,2
Who will bear that,2
shan ki kick to awesome hai yaar . . udbilao ki tashreef uda di . . :d,0
Abe deadline kab thi,2
Mein apke sath jacqueline ka b fan hun,0
kya din they vo bhi : ?,2
😊,2
Ja,2
"Bas BC pehla match jeet lo , BC world cup to pehle bhi jeeta hai ~ Kohli",1
@lavamobile #x8highperformer india won #indvssa!! 💃💃💃💃💃💃💃💃💃💃💃🎆🎉🎊 abhi toh party shuru hui hai!!!,2
i smooth just set aside 2 stacks for the grammys in february .,2
guddu bada ho chuka hai . . . .,2
Koi mumbai s h to contact karo ... urgent h,2
the pain is far deeper than a billy cundiff missed field goal . gotta wake up and forget about it tomorrow . #orioles #stayhungry,2
salman ne ye twitter k lie kaha hai qk salman ka ye post twitter se hi liya gya hai.....toh hmlog yahan kya kar rhe,2
"@anu_blazing but there is no provision of alternate land in #landacquisitionbill ,ask govt to add that provision &amp; 😄 i will support the bill.",0
bhai allah hafiz namaz ka waqt hone waala hai hum ja rahe hai.. par bhai aapse ek choti si reqwest hai aap agar chat karne aao to pls mujhe na bhul jaana...,0
Tu bata ? ?,2
sir meri tbiyt kharab thi . . cough thi khu khu khu khu khuuuuuuu khuuuuuuu . . .,1
Khud kisi intrview m fail ho gya hoga ... or koi intelignt si girl select ho gai hogi .... . Bhadak gya h .... . Guys hav sympathty for Admin D P,1
should'nt have watched the grey last night because walking down a dark driveway when the sun decides to play hookie is not a good time .,1
Apna project/eng kya hai,2
fav bhana tha ye copy ghar reh gai . . .,0
where is lokpaal,2
"khiladhi bhaiya , , , , , , ,",0
did #nike just pull off a broadcast coup when #starsports asked fans endorse #bleedblue. never know. #indvsuae http://t.co/nxfytfnisw,2
Kute begherat khabees benamos kafir k bache teri itni himat,1
repuvlic day ke din milne wale laddu ke samne sabi sweets fail hain,0
headlines in n . o . paper tomorrow . denver run all over the aints ! ! ! !,0
bhajpaiyoon . . . . chadi sambhal k rakhna . . . feb 10 ko aukat pata chal jaega . . .,1
Sub kaise hai.,0
gaurav . . jab car thoki thi tab bachaaye gye the aise hi na :p,2
anna khud hell jhoge sath m jo media neutral nhi h wo b,1
modi fekte hi rahoge kya ?,2
rt @abdullah_0mar: alia bhatt files a case against sohail khan. being an indian actor how he can play in pakistan team. #indvspak,1
luncher paji kaha h school nhi jate kya kbhi,2
so happy hisd has no school tomorrow ! no student teaching in the morning ! !,0
solving physics ji sharb to gujrat me bhi bikti black me aakar dekho,1
Bhai mera nasm saaru h jaise aap ka sallu h,2
"Aur Salman bhai apki hum apka movies nhi dekhne jainge,,, Q k apnea ussme wahiyaad bhagwan ka chalissa gaya ha jiska wajse Muslim ko sarminda hona padege,,,,, Pura mehena yani month ,, roza Namaz padne k baad ye sunnege,,, kya bhai apko koi aur movies nhi mila kya",1
In mandawa,2
khtm kr jldi,2
mujhe to scooter pe agey khade ho kar jana pasand tha :d,0
i have to wait till sunday to see carmelo anthony and the knicks debut ?,2
supw sirf hum kvians hi jante kya cheez tha . same sitiutation mere sath kai baar hue hai,2
bina kisi ko pata chale set karna ek art hai :p,0
tu mt aaiyu,2
chutiye . . . sirf vade krne se vote milte to aaj mein bhi pm hota,1
the games i ordered that came out tuesday were going to shipped from nj so safe to say i'll be waiting a bit more till they get shipped .,0
rubbish news . . . . baki sab badsurat hain kya ? ? ?,1
"duniya dekh rahi hai dang, dilli jeet rahe hai hum #delhidecides #aapkidilli",2
Kya h yo ?,2
kato to khoon nahi . when cut no blood . convent me dala tha papa ne bhai .,2
hahaha . . bt mai to kabi paise nhi mangti thi . . . .,0
nfl news: new york giants: game-by-game predictions for the 2nd half of the season http/URL #football #nfl #nfceast,2
Main b dekhunga,1
eid Mubarak ho bahiya,0
Nhi yaar .. Woh toh ifmr mein h,2
cheese curls and wine is a great bed time snack . time for lights out before my regional day tomorrow ! haha #insidejoke #sleep #goodnight,0
u gags are lyk sweet boxes . . it opens all the sweetness of childhood .,0
"coaching me hu #cricbuzz zindabaad , aaj ka topic to gaya ,",0
[ Admin Note ] In a plane on the way to Bombay after a few years ! I'm gonna be walking around aimlessly sometime in the next couple of days ;),2
Usne bacha liya,0
we r wid u arvind kejriwal,0
Yo ke h,2
u guys are aswm yar,0
aaj tak samjh nahi aaya aur pura bachpan nikal gaya har kisi ki drawing dekh kar ki yeh pedh(tree) hut k pichey he kyun hota hai . . ? ? ?,2
9 . sari sewaye online arthat digitel india ke dvara bhrastachar par lagam,0
s wali power best thi :p,0
"@bhaiyyajispeaks jinke aapne ghar shishe ke ho , aur k ghar pe pathar nahi marte ..munna #aapsweep",1
"luv u salman ,...aap bht bht great ho...hr din koi na koi kisi k bare me bolta rehta..ese logo pr koi vishwas ni krta.........unke bolne se hi hme sikhna cahiye pdai kitni jruri h n soch smjhkr bolna b.",0
@kiaarasandhu pk movie daikhne k baad faisla kero ga,2
Salman realy good yar,0
Arre bhosdi ke bhar abhi,1
acting mein hum se panga . . . . . .,2
"open dialog is cosponsoring with globes to present to you "" searching for social justice "" next wednesday at 6pm . http/URL",0
incredibly . . . . . . . . . . . . . . creative . . . . . . . . superb . . . . . . .,0
Yaar ... mrng me aisa cnfession post krna zaruri tha . o_O,2
happy eid salman sir,0
"modi is the best , rahul is maha chore h .",1
Maa bap hain na,1
Bhai jaldi aa subi se waiting,2
idle bauthe rehna is not going to be fruitful .,0
"not best way priyanshi jain , because we have this last and only option :(",1
@someUSER i would think you would do that if you are running for potus . it may be part of your job someday .,2
"lagta hai pk movie specially pm, rss aur khachhar bhakto ki toli ko dhyan me rakhkar banai h. ab kabootar ki tarah aankhen na ghumana",1
haqiqat bayan karte hain aese cartoon images . . . . :) so true . . :),0
#indvspak kapil dev : khel ki jeet hogi | romance like srk,0
or phr match ki aisi ki tesi ho jati h . . :p :p lekin mai to phr b match hi dekhta tha . . exam ka kya h aate jate rahte h . .,2
"yes, lv u sallu bhaijaan...",0
sab chori ke honge,1
dhoka de diya bhaijaan....,1
